level,key,name,txnType,year,month,ym,count,unitPriceNominal,unitPriceReal2021
region,2,Central Taiwan,sale,2018,6,2018-06,4763,51547,52734
region,2,Central Taiwan,sale,2018,7,2018-07,4819,52536,53745
region,2,Central Taiwan,sale,2018,8,2018-08,4324,54139,55385
region,2,Central Taiwan,sale,2018,9,2018-09,4654,53330,54558
region,2,Central Taiwan,sale,2018,10,2018-10,4925,54964,56229
region,2,Central Taiwan,sale,2018,11,2018-11,4774,52267,53470
region,2,Central Taiwan,sale,2018,12,2018-12,5292,53781,55019
region,2,Central Taiwan,sale,2019,1,2019-01,5096,54338,55278
region,2,Central Taiwan,sale,2019,2,2019-02,3400,54099,55035
region,2,Central Taiwan,sale,2019,3,2019-03,6258,53176,54096
region,2,Central Taiwan,sale,2019,4,2019-04,6083,54899,55848
region,2,Central Taiwan,sale,2019,5,2019-05,5979,56429,57405
region,2,Central Taiwan,sale,2019,6,2019-06,6039,57423,58416
region,2,Central Taiwan,sale,2019,7,2019-07,6371,57349,58341
region,2,Central Taiwan,sale,2019,8,2019-08,5178,59211,60235
region,2,Central Taiwan,sale,2019,9,2019-09,6491,58140,59145
region,2,Central Taiwan,sale,2019,10,2019-10,6375,57522,58517
region,2,Central Taiwan,sale,2019,11,2019-11,6614,57118,58106
region,2,Central Taiwan,sale,2019,12,2019-12,6849,59508,60537
region,2,Central Taiwan,sale,2020,1,2020-01,4244,57996,59137
region,2,Central Taiwan,sale,2020,2,2020-02,5291,59011,60172
region,2,Central Taiwan,sale,2020,3,2020-03,6479,57458,58589
region,2,Central Taiwan,sale,2020,4,2020-04,5141,56311,57419
region,2,Central Taiwan,sale,2020,5,2020-05,6299,58606,59759
region,2,Central Taiwan,sale,2020,6,2020-06,6981,58630,59784
region,2,Central Taiwan,sale,2020,7,2020-07,8172,62745,63980
region,2,Central Taiwan,sale,2020,8,2020-08,7788,62455,63684
region,2,Central Taiwan,sale,2020,9,2020-09,7569,63628,64880
region,2,Central Taiwan,sale,2020,10,2020-10,8086,65062,66342
region,2,Central Taiwan,sale,2020,11,2020-11,7914,63647,64900
region,2,Central Taiwan,sale,2020,12,2020-12,7713,64084,65345
region,2,Central Taiwan,sale,2021,1,2021-01,6918,67513,67513
region,2,Central Taiwan,sale,2021,2,2021-02,5087,63622,63622
region,2,Central Taiwan,sale,2021,3,2021-03,8116,62788,62788
region,2,Central Taiwan,sale,2021,4,2021-04,7462,65135,65135
region,2,Central Taiwan,sale,2021,5,2021-05,5816,63007,63007
region,2,Central Taiwan,sale,2021,6,2021-06,4245,62373,62373
region,2,Central Taiwan,sale,2021,7,2021-07,5816,68202,68202
region,2,Central Taiwan,sale,2021,8,2021-08,6293,66904,66904
region,2,Central Taiwan,sale,2021,9,2021-09,8260,68751,68751
region,2,Central Taiwan,sale,2021,10,2021-10,8190,69590,69590
region,2,Central Taiwan,sale,2021,11,2021-11,8028,68712,68712
region,2,Central Taiwan,sale,2021,12,2021-12,7167,69050,69050
region,2,Central Taiwan,sale,2022,1,2022-01,5613,71102,69065
region,2,Central Taiwan,sale,2022,2,2022-02,4399,70924,68892
region,2,Central Taiwan,sale,2022,3,2022-03,7160,73524,71417
region,2,Central Taiwan,sale,2022,4,2022-04,5758,72509,70431
region,2,Central Taiwan,sale,2022,5,2022-05,5244,73596,71487
region,2,Central Taiwan,sale,2022,6,2022-06,4254,71951,69889
region,2,Central Taiwan,sale,2022,7,2022-07,4349,73359,71257
region,2,Central Taiwan,sale,2022,8,2022-08,3976,71234,69193
region,2,Central Taiwan,sale,2022,9,2022-09,4310,73048,70955
region,2,Central Taiwan,sale,2022,10,2022-10,4260,72891,70802
region,2,Central Taiwan,sale,2022,11,2022-11,3825,72602,70522
region,2,Central Taiwan,sale,2022,12,2022-12,4169,73104,71009
region,2,Central Taiwan,sale,2023,1,2023-01,2648,71997,68224
region,2,Central Taiwan,sale,2023,2,2023-02,3756,71400,67658
region,2,Central Taiwan,sale,2023,3,2023-03,5042,73287,69447
region,2,Central Taiwan,sale,2023,4,2023-04,4783,75032,71100
region,2,Central Taiwan,sale,2023,5,2023-05,4761,76263,72267
region,2,Central Taiwan,sale,2023,6,2023-06,4911,78901,74766
region,2,Central Taiwan,sale,2023,7,2023-07,4370,77639,73571
region,2,Central Taiwan,sale,2023,8,2023-08,4435,76861,72833
region,2,Central Taiwan,sale,2023,9,2023-09,4230,78797,74668
region,2,Central Taiwan,sale,2023,10,2023-10,5021,80232,76028
region,2,Central Taiwan,sale,2023,11,2023-11,5226,81647,77369
region,2,Central Taiwan,sale,2023,12,2023-12,5409,81948,77654
region,2,Central Taiwan,sale,2024,1,2024-01,4977,83077,77030
region,2,Central Taiwan,sale,2024,2,2024-02,3920,83173,77119
region,2,Central Taiwan,sale,2024,3,2024-03,6347,84130,78006
region,2,Central Taiwan,sale,2024,4,2024-04,5845,86792,80475
region,2,Central Taiwan,sale,2024,5,2024-05,5897,84963,78779
region,2,Central Taiwan,sale,2024,6,2024-06,5530,88191,81772
region,2,Central Taiwan,sale,2024,7,2024-07,5120,87200,80853
region,2,Central Taiwan,sale,2024,8,2024-08,3870,82698,76679
region,2,Central Taiwan,sale,2024,9,2024-09,3051,81426,75499
region,2,Central Taiwan,sale,2024,10,2024-10,2613,78488,72775
region,2,Central Taiwan,sale,2024,11,2024-11,2563,78697,72969
region,2,Central Taiwan,sale,2024,12,2024-12,2694,79780,73973
region,2,Central Taiwan,sale,2025,1,2025-01,2076,80916,73547
region,2,Central Taiwan,sale,2025,2,2025-02,2235,80206,72901
region,2,Central Taiwan,sale,2025,3,2025-03,3104,80244,72936
region,2,Central Taiwan,sale,2025,4,2025-04,2361,77410,70360
region,2,Central Taiwan,sale,2025,5,2025-05,2356,77758,70676
region,2,Central Taiwan,sale,2025,6,2025-06,2285,77537,70475
region,2,Central Taiwan,sale,2025,7,2025-07,1993,76265,69319
region,2,Central Taiwan,sale,2025,8,2025-08,1966,75448,68577
region,2,Central Taiwan,sale,2025,9,2025-09,2008,77071,70052
region,2,Central Taiwan,sale,2025,10,2025-10,2126,78068,70958
region,2,Central Taiwan,sale,2025,11,2025-11,2263,78607,71448
region,2,Central Taiwan,sale,2025,12,2025-12,2443,77047,70030
region,2,Central Taiwan,sale,2026,1,2026-01,2304,76827,68657
region,2,Central Taiwan,sale,2026,2,2026-02,1289,80578,72009
region,2,Central Taiwan,sale,2026,3,2026-03,2153,76950,68767
region,2,Central Taiwan,sale,2026,4,2026-04,1355,72740,65004
region,3,Southern Taiwan,sale,2012,1,2012-01,59,34824,37453
region,3,Southern Taiwan,sale,2012,2,2012-02,65,38970,41912
region,3,Southern Taiwan,sale,2012,3,2012-03,99,38436,41338
region,3,Southern Taiwan,sale,2012,4,2012-04,113,41194,44304
region,3,Southern Taiwan,sale,2012,5,2012-05,148,44834,48219
region,3,Southern Taiwan,sale,2012,6,2012-06,355,48037,51664
region,3,Southern Taiwan,sale,2012,7,2012-07,1993,33717,36263
region,3,Southern Taiwan,sale,2012,8,2012-08,3876,31122,33472
region,3,Southern Taiwan,sale,2012,9,2012-09,4496,33112,35612
region,3,Southern Taiwan,sale,2012,10,2012-10,5289,33095,35594
region,3,Southern Taiwan,sale,2012,11,2012-11,5335,30916,33250
region,3,Southern Taiwan,sale,2012,12,2012-12,6045,34735,37357
region,3,Southern Taiwan,sale,2013,1,2013-01,4825,32699,34890
region,3,Southern Taiwan,sale,2013,2,2013-02,3652,33898,36169
region,3,Southern Taiwan,sale,2013,3,2013-03,6588,34476,36786
region,3,Southern Taiwan,sale,2013,4,2013-04,6504,35582,37966
region,3,Southern Taiwan,sale,2013,5,2013-05,6431,35230,37591
region,3,Southern Taiwan,sale,2013,6,2013-06,5995,36033,38448
region,3,Southern Taiwan,sale,2013,7,2013-07,5778,36205,38631
region,3,Southern Taiwan,sale,2013,8,2013-08,5048,36574,39025
region,3,Southern Taiwan,sale,2013,9,2013-09,5102,35350,37719
region,3,Southern Taiwan,sale,2013,10,2013-10,5659,35780,38178
region,3,Southern Taiwan,sale,2013,11,2013-11,5367,35909,38315
region,3,Southern Taiwan,sale,2013,12,2013-12,7324,37065,39549
region,3,Southern Taiwan,sale,2014,1,2014-01,4147,31462,33174
region,3,Southern Taiwan,sale,2014,2,2014-02,3821,36339,38316
region,3,Southern Taiwan,sale,2014,3,2014-03,5683,36859,38864
region,3,Southern Taiwan,sale,2014,4,2014-04,5605,38658,40761
region,3,Southern Taiwan,sale,2014,5,2014-05,5434,38693,40798
region,3,Southern Taiwan,sale,2014,6,2014-06,5390,40233,42422
region,3,Southern Taiwan,sale,2014,7,2014-07,4939,38207,40286
region,3,Southern Taiwan,sale,2014,8,2014-08,4130,40410,42609
region,3,Southern Taiwan,sale,2014,9,2014-09,4721,39687,41846
region,3,Southern Taiwan,sale,2014,10,2014-10,4795,39822,41989
region,3,Southern Taiwan,sale,2014,11,2014-11,4760,39708,41868
region,3,Southern Taiwan,sale,2014,12,2014-12,6420,41867,44145
region,3,Southern Taiwan,sale,2015,1,2015-01,3846,38581,40805
region,3,Southern Taiwan,sale,2015,2,2015-02,2702,39102,41356
region,3,Southern Taiwan,sale,2015,3,2015-03,4911,40940,43300
region,3,Southern Taiwan,sale,2015,4,2015-04,4706,39644,41929
region,3,Southern Taiwan,sale,2015,5,2015-05,4580,40413,42742
region,3,Southern Taiwan,sale,2015,6,2015-06,4618,40008,42314
region,3,Southern Taiwan,sale,2015,7,2015-07,4870,38978,41225
region,3,Southern Taiwan,sale,2015,8,2015-08,3788,40605,42946
region,3,Southern Taiwan,sale,2015,9,2015-09,3904,41968,44387
region,3,Southern Taiwan,sale,2015,10,2015-10,4480,39889,42188
region,3,Southern Taiwan,sale,2015,11,2015-11,5470,41029,43394
region,3,Southern Taiwan,sale,2015,12,2015-12,7000,42380,44823
region,3,Southern Taiwan,sale,2016,1,2016-01,3016,39838,41559
region,3,Southern Taiwan,sale,2016,2,2016-02,2071,40950,42719
region,3,Southern Taiwan,sale,2016,3,2016-03,3991,41531,43325
region,3,Southern Taiwan,sale,2016,4,2016-04,4434,43726,45614
region,3,Southern Taiwan,sale,2016,5,2016-05,4640,42992,44849
region,3,Southern Taiwan,sale,2016,6,2016-06,4903,44590,46516
region,3,Southern Taiwan,sale,2016,7,2016-07,4411,42346,44175
region,3,Southern Taiwan,sale,2016,8,2016-08,3910,42971,44827
region,3,Southern Taiwan,sale,2016,9,2016-09,3833,42650,44492
region,3,Southern Taiwan,sale,2016,10,2016-10,4818,43169,45033
region,3,Southern Taiwan,sale,2016,11,2016-11,4728,42137,43957
region,3,Southern Taiwan,sale,2016,12,2016-12,5812,43971,45870
region,3,Southern Taiwan,sale,2017,1,2017-01,3044,42836,44413
region,3,Southern Taiwan,sale,2017,2,2017-02,3535,43354,44950
region,3,Southern Taiwan,sale,2017,3,2017-03,5549,42774,44348
region,3,Southern Taiwan,sale,2017,4,2017-04,4905,43696,45304
region,3,Southern Taiwan,sale,2017,5,2017-05,4826,43522,45124
region,3,Southern Taiwan,sale,2017,6,2017-06,5206,43506,45107
region,3,Southern Taiwan,sale,2017,7,2017-07,4795,43392,44989
region,3,Southern Taiwan,sale,2017,8,2017-08,4983,44214,45841
region,3,Southern Taiwan,sale,2017,9,2017-09,4509,44542,46181
region,3,Southern Taiwan,sale,2017,10,2017-10,4814,45654,47334
region,3,Southern Taiwan,sale,2017,11,2017-11,5554,43338,44933
region,3,Southern Taiwan,sale,2017,12,2017-12,6025,45818,47504
region,3,Southern Taiwan,sale,2018,1,2018-01,5398,46226,47290
region,3,Southern Taiwan,sale,2018,2,2018-02,3443,46836,47914
region,3,Southern Taiwan,sale,2018,3,2018-03,5904,46043,47103
region,3,Southern Taiwan,sale,2018,4,2018-04,5575,46003,47062
region,3,Southern Taiwan,sale,2018,5,2018-05,5879,45085,46123
region,3,Southern Taiwan,sale,2018,6,2018-06,5171,46005,47064
region,3,Southern Taiwan,sale,2018,7,2018-07,5344,45486,46533
region,3,Southern Taiwan,sale,2018,8,2018-08,4864,45034,46071
region,3,Southern Taiwan,sale,2018,9,2018-09,4592,46601,47674
region,3,Southern Taiwan,sale,2018,10,2018-10,5418,46426,47495
region,3,Southern Taiwan,sale,2018,11,2018-11,4885,44913,45947
region,3,Southern Taiwan,sale,2018,12,2018-12,6223,47470,48563
region,3,Southern Taiwan,sale,2019,1,2019-01,5687,47350,48169
region,3,Southern Taiwan,sale,2019,2,2019-02,4336,46494,47298
region,3,Southern Taiwan,sale,2019,3,2019-03,6976,48282,49117
region,3,Southern Taiwan,sale,2019,4,2019-04,6965,48482,49320
region,3,Southern Taiwan,sale,2019,5,2019-05,6853,48133,48965
region,3,Southern Taiwan,sale,2019,6,2019-06,5827,48287,49122
region,3,Southern Taiwan,sale,2019,7,2019-07,6326,48575,49415
region,3,Southern Taiwan,sale,2019,8,2019-08,5344,48265,49100
region,3,Southern Taiwan,sale,2019,9,2019-09,6191,48784,49628
region,3,Southern Taiwan,sale,2019,10,2019-10,6615,49192,50043
region,3,Southern Taiwan,sale,2019,11,2019-11,6517,49473,50329
region,3,Southern Taiwan,sale,2019,12,2019-12,6921,49007,49855
region,3,Southern Taiwan,sale,2020,1,2020-01,4783,49942,50925
region,3,Southern Taiwan,sale,2020,2,2020-02,5737,49418,50391
region,3,Southern Taiwan,sale,2020,3,2020-03,6477,49643,50620
region,3,Southern Taiwan,sale,2020,4,2020-04,5408,49094,50060
region,3,Southern Taiwan,sale,2020,5,2020-05,6989,51486,52499
region,3,Southern Taiwan,sale,2020,6,2020-06,7354,51854,52874
region,3,Southern Taiwan,sale,2020,7,2020-07,8745,54326,55395
region,3,Southern Taiwan,sale,2020,8,2020-08,7831,55306,56394
region,3,Southern Taiwan,sale,2020,9,2020-09,8109,55072,56156
region,3,Southern Taiwan,sale,2020,10,2020-10,8707,55909,57009
region,3,Southern Taiwan,sale,2020,11,2020-11,8478,54702,55779
region,3,Southern Taiwan,sale,2020,12,2020-12,7338,53014,54057
region,3,Southern Taiwan,sale,2021,1,2021-01,6790,55168,55168
region,3,Southern Taiwan,sale,2021,2,2021-02,5037,55574,55574
region,3,Southern Taiwan,sale,2021,3,2021-03,8205,54735,54735
region,3,Southern Taiwan,sale,2021,4,2021-04,7372,56162,56162
region,3,Southern Taiwan,sale,2021,5,2021-05,6252,55680,55680
region,3,Southern Taiwan,sale,2021,6,2021-06,4926,55984,55984
region,3,Southern Taiwan,sale,2021,7,2021-07,5881,56025,56025
region,3,Southern Taiwan,sale,2021,8,2021-08,6433,57858,57858
region,3,Southern Taiwan,sale,2021,9,2021-09,8592,62196,62196
region,3,Southern Taiwan,sale,2021,10,2021-10,8323,62539,62539
region,3,Southern Taiwan,sale,2021,11,2021-11,7914,63064,63064
region,3,Southern Taiwan,sale,2021,12,2021-12,8214,66428,66428
region,3,Southern Taiwan,sale,2022,1,2022-01,5796,63460,61642
region,3,Southern Taiwan,sale,2022,2,2022-02,4645,63921,62089
region,3,Southern Taiwan,sale,2022,3,2022-03,6519,63246,61434
region,3,Southern Taiwan,sale,2022,4,2022-04,5615,64019,62185
region,3,Southern Taiwan,sale,2022,5,2022-05,5093,65354,63481
region,3,Southern Taiwan,sale,2022,6,2022-06,4484,65682,63800
region,3,Southern Taiwan,sale,2022,7,2022-07,4605,64592,62741
region,3,Southern Taiwan,sale,2022,8,2022-08,4101,64862,63003
region,3,Southern Taiwan,sale,2022,9,2022-09,4525,65015,63152
region,3,Southern Taiwan,sale,2022,10,2022-10,4211,63800,61972
region,3,Southern Taiwan,sale,2022,11,2022-11,3718,62738,60940
region,3,Southern Taiwan,sale,2022,12,2022-12,4429,63049,61242
region,3,Southern Taiwan,sale,2023,1,2023-01,2902,65379,61953
region,3,Southern Taiwan,sale,2023,2,2023-02,4316,65296,61874
region,3,Southern Taiwan,sale,2023,3,2023-03,5665,68162,64590
region,3,Southern Taiwan,sale,2023,4,2023-04,5224,71172,67442
region,3,Southern Taiwan,sale,2023,5,2023-05,5318,70273,66591
region,3,Southern Taiwan,sale,2023,6,2023-06,5145,72495,68696
region,3,Southern Taiwan,sale,2023,7,2023-07,4725,70068,66396
region,3,Southern Taiwan,sale,2023,8,2023-08,5028,71482,67736
region,3,Southern Taiwan,sale,2023,9,2023-09,5060,74774,70856
region,3,Southern Taiwan,sale,2023,10,2023-10,5556,74008,70130
region,3,Southern Taiwan,sale,2023,11,2023-11,5937,75266,71322
region,3,Southern Taiwan,sale,2023,12,2023-12,6210,75750,71781
region,3,Southern Taiwan,sale,2024,1,2024-01,6527,78480,72768
region,3,Southern Taiwan,sale,2024,2,2024-02,5340,81930,75967
region,3,Southern Taiwan,sale,2024,3,2024-03,8217,81220,75308
region,3,Southern Taiwan,sale,2024,4,2024-04,7634,84205,78076
region,3,Southern Taiwan,sale,2024,5,2024-05,7822,84541,78388
region,3,Southern Taiwan,sale,2024,6,2024-06,7922,88512,82070
region,3,Southern Taiwan,sale,2024,7,2024-07,6790,86207,79932
region,3,Southern Taiwan,sale,2024,8,2024-08,4669,82032,76061
region,3,Southern Taiwan,sale,2024,9,2024-09,3731,77424,71789
region,3,Southern Taiwan,sale,2024,10,2024-10,3146,73858,68482
region,3,Southern Taiwan,sale,2024,11,2024-11,3477,73306,67970
region,3,Southern Taiwan,sale,2024,12,2024-12,3557,72689,67398
region,3,Southern Taiwan,sale,2025,1,2025-01,2785,74275,67510
region,3,Southern Taiwan,sale,2025,2,2025-02,3190,74462,67680
region,3,Southern Taiwan,sale,2025,3,2025-03,3809,73529,66832
region,3,Southern Taiwan,sale,2025,4,2025-04,3039,73215,66547
region,3,Southern Taiwan,sale,2025,5,2025-05,3119,70172,63781
region,3,Southern Taiwan,sale,2025,6,2025-06,2915,72878,66241
region,3,Southern Taiwan,sale,2025,7,2025-07,2513,72234,65655
region,3,Southern Taiwan,sale,2025,8,2025-08,2498,69890,63525
region,3,Southern Taiwan,sale,2025,9,2025-09,2506,73602,66899
region,3,Southern Taiwan,sale,2025,10,2025-10,2892,72761,66134
region,3,Southern Taiwan,sale,2025,11,2025-11,2806,73566,66866
region,3,Southern Taiwan,sale,2025,12,2025-12,2978,70634,64201
region,3,Southern Taiwan,sale,2026,1,2026-01,3011,71220,63646
region,3,Southern Taiwan,sale,2026,2,2026-02,1889,74789,66836
region,3,Southern Taiwan,sale,2026,3,2026-03,2888,71912,64265
region,3,Southern Taiwan,sale,2026,4,2026-04,1946,69373,61996
region,4,Eastern Taiwan,sale,2012,1,2012-01,4,31482,33859
region,4,Eastern Taiwan,sale,2012,2,2012-02,1,25633,27568
region,4,Eastern Taiwan,sale,2012,3,2012-03,4,29680,31921
region,4,Eastern Taiwan,sale,2012,4,2012-04,7,39000,41945
region,4,Eastern Taiwan,sale,2012,5,2012-05,9,37090,39890
region,4,Eastern Taiwan,sale,2012,6,2012-06,13,34296,36885
region,4,Eastern Taiwan,sale,2012,7,2012-07,150,25902,27858
region,4,Eastern Taiwan,sale,2012,8,2012-08,302,27143,29192
region,4,Eastern Taiwan,sale,2012,9,2012-09,377,27334,29398
region,4,Eastern Taiwan,sale,2012,10,2012-10,423,25646,27582
region,4,Eastern Taiwan,sale,2012,11,2012-11,356,25520,27447
region,4,Eastern Taiwan,sale,2012,12,2012-12,482,27399,29468
region,4,Eastern Taiwan,sale,2013,1,2013-01,367,27587,29436
region,4,Eastern Taiwan,sale,2013,2,2013-02,268,30026,32038
region,4,Eastern Taiwan,sale,2013,3,2013-03,476,28876,30811
region,4,Eastern Taiwan,sale,2013,4,2013-04,420,28546,30459
region,4,Eastern Taiwan,sale,2013,5,2013-05,550,28681,30603
region,4,Eastern Taiwan,sale,2013,6,2013-06,481,27764,29624
region,4,Eastern Taiwan,sale,2013,7,2013-07,504,30466,32507
region,4,Eastern Taiwan,sale,2013,8,2013-08,404,28455,30362
region,4,Eastern Taiwan,sale,2013,9,2013-09,440,29986,31995
region,4,Eastern Taiwan,sale,2013,10,2013-10,464,30593,32643
region,4,Eastern Taiwan,sale,2013,11,2013-11,481,31546,33660
region,4,Eastern Taiwan,sale,2013,12,2013-12,624,32027,34173
region,4,Eastern Taiwan,sale,2014,1,2014-01,305,30878,32558
region,4,Eastern Taiwan,sale,2014,2,2014-02,337,30769,32443
region,4,Eastern Taiwan,sale,2014,3,2014-03,466,32527,34297
region,4,Eastern Taiwan,sale,2014,4,2014-04,576,32484,34251
region,4,Eastern Taiwan,sale,2014,5,2014-05,477,33994,35844
region,4,Eastern Taiwan,sale,2014,6,2014-06,427,35130,37041
region,4,Eastern Taiwan,sale,2014,7,2014-07,452,34140,35997
region,4,Eastern Taiwan,sale,2014,8,2014-08,391,35633,37572
region,4,Eastern Taiwan,sale,2014,9,2014-09,417,34587,36469
region,4,Eastern Taiwan,sale,2014,10,2014-10,459,36128,38094
region,4,Eastern Taiwan,sale,2014,11,2014-11,376,36752,38752
region,4,Eastern Taiwan,sale,2014,12,2014-12,567,36938,38948
region,4,Eastern Taiwan,sale,2015,1,2015-01,336,34633,36629
region,4,Eastern Taiwan,sale,2015,2,2015-02,210,37038,39173
region,4,Eastern Taiwan,sale,2015,3,2015-03,408,36633,38745
region,4,Eastern Taiwan,sale,2015,4,2015-04,441,37944,40131
region,4,Eastern Taiwan,sale,2015,5,2015-05,433,38038,40231
region,4,Eastern Taiwan,sale,2015,6,2015-06,395,40486,42820
region,4,Eastern Taiwan,sale,2015,7,2015-07,358,40881,43237
region,4,Eastern Taiwan,sale,2015,8,2015-08,343,39395,41666
region,4,Eastern Taiwan,sale,2015,9,2015-09,323,37837,40018
region,4,Eastern Taiwan,sale,2015,10,2015-10,365,41053,43419
region,4,Eastern Taiwan,sale,2015,11,2015-11,371,40883,43240
region,4,Eastern Taiwan,sale,2015,12,2015-12,543,38481,40699
region,4,Eastern Taiwan,sale,2016,1,2016-01,240,38790,40465
region,4,Eastern Taiwan,sale,2016,2,2016-02,140,42104,43922
region,4,Eastern Taiwan,sale,2016,3,2016-03,289,38666,40336
region,4,Eastern Taiwan,sale,2016,4,2016-04,272,40614,42368
region,4,Eastern Taiwan,sale,2016,5,2016-05,314,41035,42807
region,4,Eastern Taiwan,sale,2016,6,2016-06,293,41066,42840
region,4,Eastern Taiwan,sale,2016,7,2016-07,304,42363,44193
region,4,Eastern Taiwan,sale,2016,8,2016-08,293,40849,42613
